evidence_id,drug_id,input_drug_name,molecule_chembl_id,gtopdb_ligand_id,receptor_composition,target_id,target_name,target_type,species,metric,value,value_low,value_high,unit,assay,reference_id,PMID,DOI,reference,source_database,source_record_id,alpha_subtype,beta_subtype,gamma_subtype,other_subunits,duplicate_group_id,duplicate_candidate
chembl:318,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,10000.0,,,nM,CHEMBL822943,CHEMBL1127312,,,CHEMBL1127312 J Med Chem 1994,ChEMBL,331770,alpha1,beta2,gamma2,,,False
chembl:319,zolpidem,Zolpidem,CHEMBL911,,alpha6/beta2/gamma2,CHEMBL2111365,GABA A receptor alpha-6/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,10000.0,,,nM,CHEMBL824044,CHEMBL1127312,,,CHEMBL1127312 J Med Chem 1994,ChEMBL,331772,alpha6,beta2,gamma2,,,False
chembl:320,zolpidem,Zolpidem,CHEMBL911,,alpha6/beta2/gamma2,CHEMBL2111365,GABA A receptor alpha-6/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,10000.0,,,nM,CHEMBL824046,CHEMBL1127312,,,CHEMBL1127312 J Med Chem 1994,ChEMBL,331773,alpha6,beta2,gamma2,,,False
chembl:321,zolpidem,Zolpidem,CHEMBL911,,alpha6/beta2/gamma2,CHEMBL2111365,GABA A receptor alpha-6/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,980.0,,,nM,CHEMBL824047,CHEMBL1127312,,,CHEMBL1127312 J Med Chem 1994,ChEMBL,331774,alpha6,beta2,gamma2,,,False
chembl:322,zolpidem,Zolpidem,CHEMBL911,,alpha6/beta2/gamma2,CHEMBL2111365,GABA A receptor alpha-6/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,1400.0,,,nM,CHEMBL824049,CHEMBL1127312,,,CHEMBL1127312 J Med Chem 1994,ChEMBL,331775,alpha6,beta2,gamma2,,,False
chembl:323,zolpidem,Zolpidem,CHEMBL911,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,48.0,,,nM,CHEMBL789194,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,346463,,,,,,False
chembl:324,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,IC50,46.3,,,nM,CHEMBL678631,CHEMBL1130521,,,CHEMBL1130521 Bioorg Med Chem Lett 1997,ChEMBL,574083,alpha1,beta2,gamma2,,,False
chembl:325,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,IC50,10000.0,,,nM,CHEMBL678631,CHEMBL1130521,,,CHEMBL1130521 Bioorg Med Chem Lett 1997,ChEMBL,574084,alpha1,beta2,gamma2,,,False
chembl:326,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,27.0,,,nM,CHEMBL676826,CHEMBL1149126,,,CHEMBL1149126 J Med Chem 2004,ChEMBL,595754,alpha1,beta3,gamma2,,,False
chembl:327,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,160.0,,,nM,CHEMBL681841,CHEMBL1149126,,,CHEMBL1149126 J Med Chem 2004,ChEMBL,595755,alpha2,beta3,gamma2,,,False
chembl:328,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,380.0,,,nM,CHEMBL678741,CHEMBL1149126,,,CHEMBL1149126 J Med Chem 2004,ChEMBL,595756,alpha3,beta3,gamma2,,,False
chembl:329,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,15000.0,,,nM,CHEMBL678745,CHEMBL1149126,,,CHEMBL1149126 J Med Chem 2004,ChEMBL,595757,alpha5,beta3,gamma2,,,False
chembl:330,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,26.7,,,nM,CHEMBL678329,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,618407,alpha1,beta3,gamma2,,,False
chembl:331,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,156.0,,,nM,CHEMBL681248,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,618408,alpha2,beta3,gamma2,,,False
chembl:332,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,383.0,,,nM,CHEMBL682251,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,618409,alpha3,beta3,gamma2,,,False
chembl:333,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,10000.0,,,nM,CHEMBL681480,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,618410,alpha5,beta3,gamma2,,,False
chembl:334,zolpidem,Zolpidem,CHEMBL911,,alpha6/beta3/gamma2,CHEMBL2095190,GABA-A receptor; alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,10000.0,,,nM,CHEMBL683045,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,618411,alpha6,beta3,gamma2,,,False
chembl:335,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,10000.0,,,nM,CHEMBL680669,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,662349,alpha5,beta3,gamma2,,,False
chembl:336,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,52.1,,,nM,CHEMBL677034,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,662350,alpha1,beta3,gamma2,,,False
chembl:337,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,133.0,,,%,CHEMBL677029,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,662351,alpha1,beta3,gamma2,,,False
chembl:338,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,255.1,,,nM,CHEMBL682709,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,662352,alpha2,beta3,gamma2,,,False
chembl:339,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,187.0,,,%,CHEMBL877823,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,662353,alpha2,beta3,gamma2,,,False
chembl:340,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,608.5,,,nM,CHEMBL680432,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,662354,alpha3,beta3,gamma2,,,False
chembl:341,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,142.0,,,%,CHEMBL683026,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,662355,alpha3,beta3,gamma2,,,False
chembl:342,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,26.7,,,nM,CHEMBL679467,CHEMBL1135690,,,CHEMBL1135690 J Med Chem 2002,ChEMBL,793338,alpha1,beta2,gamma2,,,False
chembl:343,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta2/gamma2,CHEMBL2111343,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,383.0,,,nM,CHEMBL680328,CHEMBL1135690,,,CHEMBL1135690 J Med Chem 2002,ChEMBL,793340,alpha3,beta2,gamma2,,,False
chembl:344,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,26.7,,,nM,CHEMBL679468,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,810275,alpha1,beta2,gamma2,,,False
chembl:345,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta2/gamma2,CHEMBL2111327,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,156.0,,,nM,CHEMBL680297,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,810276,alpha2,beta2,gamma2,,,False
chembl:346,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta2/gamma2,CHEMBL2111343,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,383.0,,,nM,CHEMBL683018,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,810277,alpha3,beta2,gamma2,,,False
chembl:347,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,26.7,,,nM,CHEMBL822162,CHEMBL1131013,,,CHEMBL1131013 J Med Chem 1998,ChEMBL,886261,alpha1,beta3,gamma2,,,False
chembl:348,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,156.0,,,nM,CHEMBL824294,CHEMBL1131013,,,CHEMBL1131013 J Med Chem 1998,ChEMBL,886262,alpha2,beta3,gamma2,,,False
chembl:349,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,383.0,,,nM,CHEMBL823761,CHEMBL1131013,,,CHEMBL1131013 J Med Chem 1998,ChEMBL,886263,alpha3,beta3,gamma2,,,False
chembl:350,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,10000.0,,,nM,CHEMBL685337,CHEMBL1131013,,,CHEMBL1131013 J Med Chem 1998,ChEMBL,886264,alpha5,beta3,gamma2,,,False
chembl:351,zolpidem,Zolpidem,CHEMBL911,,alpha6/beta3/gamma2,CHEMBL2095190,GABA-A receptor; alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,10000.0,,,nM,CHEMBL683046,CHEMBL1131013,,,CHEMBL1131013 J Med Chem 1998,ChEMBL,886265,alpha6,beta3,gamma2,,,False
chembl:352,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,50.0,,,nM,CHEMBL682784,CHEMBL1134525,,,CHEMBL1134525 J Med Chem 2001,ChEMBL,908901,alpha1,beta2,gamma2,,,False
chembl:353,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta2/gamma2,CHEMBL2111343,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,765.0,,,nM,CHEMBL683020,CHEMBL1134525,,,CHEMBL1134525 J Med Chem 2001,ChEMBL,908902,alpha3,beta2,gamma2,,,False
chembl:354,zolpidem,Zolpidem,CHEMBL911,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,25.0,,,nM,CHEMBL648134,CHEMBL1127668,,,CHEMBL1127668 J Med Chem 1994,ChEMBL,1038572,,,,,,False
chembl:355,zolpidem,Zolpidem,CHEMBL911,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,48.0,,,nM,CHEMBL653027,CHEMBL1130157,,,CHEMBL1130157 J Med Chem 1997,ChEMBL,1106753,,,,,,False
chembl:356,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,27.0,,,nM,CHEMBL829006,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412600,alpha1,beta3,gamma2,,,False
chembl:357,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,103.0,,,nM,CHEMBL829005,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412601,alpha2,beta3,gamma2,,,False
chembl:358,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,246.0,,,nM,CHEMBL830420,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412602,alpha3,beta3,gamma2,,,False
chembl:359,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,3333.0,,,nM,CHEMBL830421,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412603,alpha5,beta3,gamma2,,,False
chembl:360,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,50.0,,,nM,CHEMBL829785,CHEMBL1144412,,,CHEMBL1144412 J Med Chem 2005,ChEMBL,1505242,alpha1,beta2,gamma2,,,False
chembl:361,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta2/gamma2,CHEMBL2111327,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,765.0,,,nM,CHEMBL829786,CHEMBL1144412,,,CHEMBL1144412 J Med Chem 2005,ChEMBL,1505243,alpha2,beta2,gamma2,,,False
chembl:362,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,50.0,,,nM,CHEMBL861092,CHEMBL1146100,,,CHEMBL1146100 J Med Chem 2006,ChEMBL,1700832,alpha1,beta2,gamma2,,,False
chembl:363,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta2/gamma2,CHEMBL2111327,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,765.0,,,nM,CHEMBL861093,CHEMBL1146100,,,CHEMBL1146100 J Med Chem 2006,ChEMBL,1700838,alpha2,beta2,gamma2,,,False
chembl:364,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta2/gamma2,CHEMBL2111339,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,1850.0,,,nM,CHEMBL861816,CHEMBL1146066,,,CHEMBL1146066 J Med Chem 2006,ChEMBL,1701382,alpha3,beta2,gamma2,,,False
chembl:365,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta2/gamma2,CHEMBL2111327,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,765.0,,,nM,CHEMBL917144,CHEMBL1142972,,,CHEMBL1142972 J Med Chem 2007,ChEMBL,1825758,alpha2,beta2,gamma2,,,False
chembl:366,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,50.0,,,nM,CHEMBL917143,CHEMBL1142972,,,CHEMBL1142972 J Med Chem 2007,ChEMBL,1825760,alpha1,beta2,gamma2,,,False
chembl:367,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,27.0,,,nM,CHEMBL919087,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844041,alpha1,beta3,gamma2,,,False
chembl:368,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,160.0,,,nM,CHEMBL919088,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844050,alpha2,beta3,gamma2,,,False
chembl:369,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,160.0,,,%,CHEMBL919090,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844059,alpha1,beta3,gamma2,,,False
chembl:370,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,380.0,,,nM,CHEMBL919089,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844068,alpha3,beta3,gamma2,,,False
chembl:371,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,123.0,,,%,CHEMBL919091,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844073,alpha2,beta3,gamma2,,,False
chembl:372,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,143.0,,,%,CHEMBL919092,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844078,alpha3,beta3,gamma2,,,False
chembl:373,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta2/gamma2,CHEMBL2111339,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,975.0,,,nM,CHEMBL941237,CHEMBL1152298,,,CHEMBL1152298 J Med Chem 2008,ChEMBL,2401381,alpha3,beta2,gamma2,,,False
chembl:374,zolpidem,Zolpidem,CHEMBL911,,alpha6/beta2/gamma2,CHEMBL2111370,GABA A receptor alpha-6/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,15000.0,,,nM,CHEMBL942245,CHEMBL1152298,,,CHEMBL1152298 J Med Chem 2008,ChEMBL,2401384,alpha6,beta2,gamma2,,,False
chembl:375,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,50.0,,,nM,CHEMBL954625,CHEMBL1136986,,,CHEMBL1136986 J Med Chem 2009,ChEMBL,2633955,alpha1,beta2,gamma2,,,False
chembl:376,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,26.7,,,nM,CHEMBL1273615,CHEMBL1268934,,,CHEMBL1268934 Bioorg Med Chem 2010,ChEMBL,3519533,alpha1,beta3,gamma2,,,False
chembl:377,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,156.0,,,nM,CHEMBL1273616,CHEMBL1268934,,,CHEMBL1268934 Bioorg Med Chem 2010,ChEMBL,3519534,alpha2,beta3,gamma2,,,False
chembl:378,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,383.0,,,nM,CHEMBL1273617,CHEMBL1268934,,,CHEMBL1268934 Bioorg Med Chem 2010,ChEMBL,3519535,alpha3,beta3,gamma2,,,False
chembl:379,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,10000.0,,,nM,CHEMBL1273619,CHEMBL1268934,,,CHEMBL1268934 Bioorg Med Chem 2010,ChEMBL,3519536,alpha5,beta3,gamma2,,,False
chembl:380,zolpidem,Zolpidem,CHEMBL911,,alpha6/beta3/gamma2,CHEMBL2095190,GABA-A receptor; alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,10000.0,,,nM,CHEMBL1273620,CHEMBL1268934,,,CHEMBL1268934 Bioorg Med Chem 2010,ChEMBL,3519537,alpha6,beta3,gamma2,,,False
chembl:381,zolpidem,Zolpidem,CHEMBL911,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,Activity,,,,,CHEMBL3375235,CHEMBL3351688,,,CHEMBL3351688 Eur J Med Chem 2014,ChEMBL,15133383,,,,,,False
chembl:382,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,240.0,,,nM,CHEMBL3873362,CHEMBL3872231,,,CHEMBL3872231 Eur J Med Chem 2016,ChEMBL,16823503,alpha1,beta2,gamma2,,,False
chembl:383,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,FC,2.5,,,,CHEMBL3873363,CHEMBL3872231,,,CHEMBL3872231 Eur J Med Chem 2016,ChEMBL,16823507,alpha1,beta2,gamma2,,,False
chembl:384,zolpidem,Zolpidem,CHEMBL911,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,66.07,,,nM,CHEMBL6081993,CHEMBL6078707,,,CHEMBL6078707 J Med Chem 2024,ChEMBL,29089182,,,,,,False
chembl:385,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,180.0,,,%,CHEMBL6082003,CHEMBL6078707,,,CHEMBL6078707 J Med Chem 2024,ChEMBL,29089261,alpha1,beta2,gamma2,,,False
chembl:386,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,Activity,322.0,,,%,CHEMBL881716,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,346464,alpha1,,,,,False
chembl:387,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,EC50,198.0,,,nM,CHEMBL823141,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,346465,alpha1,,,,,False
chembl:388,zolpidem,Zolpidem,CHEMBL911,,alpha3,CHEMBL3026,Gamma-aminobutyric acid receptor subunit alpha-3,SINGLE PROTEIN,Homo sapiens,Activity,700.0,,,%,CHEMBL678893,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,346468,alpha3,,,,,False
chembl:389,zolpidem,Zolpidem,CHEMBL911,,alpha3,CHEMBL3026,Gamma-aminobutyric acid receptor subunit alpha-3,SINGLE PROTEIN,Homo sapiens,EC50,3000.0,,,nM,CHEMBL678894,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,346469,alpha3,,,,,False
chembl:390,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,IC50,14.0,,,nM,CHEMBL676828,CHEMBL1130521,,,CHEMBL1130521 Bioorg Med Chem Lett 1997,ChEMBL,574081,alpha1,,,,,False
chembl:391,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,IC50,130.0,,,nM,CHEMBL676829,CHEMBL1130521,,,CHEMBL1130521 Bioorg Med Chem Lett 1997,ChEMBL,574082,alpha1,,,,,False
chembl:392,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,10000.0,,,nM,CHEMBL685342,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,810278,alpha5,beta3,gamma2,,,False
chembl:393,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Inhibition,35.0,,,%,CHEMBL685343,CHEMBL1134525,,,CHEMBL1134525 J Med Chem 2001,ChEMBL,908903,alpha5,beta3,gamma2,,,False
chembl:394,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta2/gamma2,CHEMBL2111413,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,150.0,,,%,CHEMBL824293,CHEMBL1130157,,,CHEMBL1130157 J Med Chem 1997,ChEMBL,1106755,alpha2,beta2,gamma2,,,False
