evidence_id,drug_id,input_drug_name,molecule_chembl_id,gtopdb_ligand_id,receptor_composition,target_id,target_name,target_type,species,metric,value,value_low,value_high,unit,assay,reference_id,PMID,DOI,reference,source_database,source_record_id,alpha_subtype,beta_subtype,gamma_subtype,other_subunits,duplicate_group_id,duplicate_candidate
chembl:76,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,26.2,,,nM,CHEMBL682709,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,667546,alpha2,beta3,gamma2,,,False
chembl:77,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,89.0,,,%,CHEMBL680445,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,667547,alpha2,beta3,gamma2,,,False
chembl:78,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,23.7,,,nM,CHEMBL680432,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,667548,alpha3,beta3,gamma2,,,False
chembl:79,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,211.0,,,%,CHEMBL680428,CHEMBL1148356,,,CHEMBL1148356 J Med Chem 2004,ChEMBL,667549,alpha3,beta3,gamma2,,,False
chembl:80,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,4.9,,,nM,CHEMBL652451,CHEMBL1129735,,,CHEMBL1129735 J Med Chem 1996,ChEMBL,701710,,,,,,False
chembl:81,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ratio,1.0,,,,CHEMBL678604,CHEMBL1129735,,,CHEMBL1129735 J Med Chem 1996,ChEMBL,701711,,,,,,False
chembl:82,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,1.0,,,,CHEMBL677789,CHEMBL1129735,,,CHEMBL1129735 J Med Chem 1996,ChEMBL,701712,alpha1,beta2,gamma2,,,False
chembl:83,diazepam,Diazepam,CHEMBL12,,alpha6/beta2/gamma2,CHEMBL2111365,GABA A receptor alpha-6/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,7000.0,,,nM,CHEMBL680443,CHEMBL1129735,,,CHEMBL1129735 J Med Chem 1996,ChEMBL,701714,alpha6,beta2,gamma2,,,False
chembl:84,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,IC50,8.1,,,nM,CHEMBL883287,CHEMBL1122128,,,CHEMBL1122128 J Med Chem 1982,ChEMBL,706337,,,,,,False
chembl:85,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,30.0,,,nM,CHEMBL883336,CHEMBL1123003,,,CHEMBL1123003 J Med Chem 1985,ChEMBL,706569,,,,,,False
chembl:86,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,7.0,,,nM,CHEMBL652361,CHEMBL1125815,,,CHEMBL1125815 J Med Chem 1991,ChEMBL,708685,,,,,,False
chembl:87,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,8.5,,,nM,CHEMBL651177,CHEMBL1132447,,,CHEMBL1132447 J Med Chem 1999,ChEMBL,709826,,,,,,False
chembl:88,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,GABA ratio,2.13,,,,CHEMBL841633,CHEMBL1132447,,,CHEMBL1132447 J Med Chem 1999,ChEMBL,709827,,,,,,False
chembl:89,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,15.4,,,nM,CHEMBL652731,CHEMBL1125017,,,CHEMBL1125017 J Med Chem 1990,ChEMBL,718805,,,,,,False
chembl:90,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094133,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Mus musculus,IC50,,,,nM,CHEMBL652190,CHEMBL1122670,,,CHEMBL1122670 J Med Chem 1984,ChEMBL,755415,,,,,,False
chembl:91,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094133,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Mus musculus,Ki,85000.0,,,nM,CHEMBL652196,CHEMBL1122670,,,CHEMBL1122670 J Med Chem 1984,ChEMBL,755416,,,,,,False
chembl:92,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,6.0,,,nM,CHEMBL650178,CHEMBL1124212,,,CHEMBL1124212 J Med Chem 1988,ChEMBL,759911,,,,,,False
chembl:93,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,IC50,41.0,,,nM,CHEMBL654240,CHEMBL1122981,,,CHEMBL1122981 J Med Chem 1985,ChEMBL,761200,,,,,,False
chembl:94,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,IC50,14.0,,,nM,CHEMBL654255,CHEMBL1128049,,,CHEMBL1128049 Bioorg Med Chem Lett 1995,ChEMBL,788043,,,,,,False
chembl:95,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Ki,10.0,,,nM,CHEMBL650681,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,792162,,,,,,False
chembl:96,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Ratio,1.5,,,,CHEMBL838367,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,792163,,,,,,False
chembl:97,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,14.0,,,nM,CHEMBL679468,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,792164,alpha1,beta2,gamma2,,,False
chembl:98,diazepam,Diazepam,CHEMBL12,,alpha2/beta2/gamma2,CHEMBL2111327,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,20.0,,,nM,CHEMBL680297,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,792165,alpha2,beta2,gamma2,,,False
chembl:99,diazepam,Diazepam,CHEMBL12,,alpha3/beta2/gamma2,CHEMBL2111343,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,15.0,,,nM,CHEMBL683018,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,792166,alpha3,beta2,gamma2,,,False
chembl:100,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,Ki,10.0,,,nM,CHEMBL650829,CHEMBL1135690,,,CHEMBL1135690 J Med Chem 2002,ChEMBL,807849,,,,,,False
chembl:101,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,Ratio,1.5,,,,CHEMBL851285,CHEMBL1135690,,,CHEMBL1135690 J Med Chem 2002,ChEMBL,807850,,,,,,False
chembl:102,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,14.0,,,nM,CHEMBL679467,CHEMBL1135690,,,CHEMBL1135690 J Med Chem 2002,ChEMBL,807851,alpha1,beta2,gamma2,,,False
chembl:103,diazepam,Diazepam,CHEMBL12,,alpha3/beta2/gamma2,CHEMBL2111343,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,13.9,,,nM,CHEMBL680328,CHEMBL1135690,,,CHEMBL1135690 J Med Chem 2002,ChEMBL,807853,alpha3,beta2,gamma2,,,False
chembl:104,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,6.0,,,nM,CHEMBL652364,CHEMBL1124612,,,CHEMBL1124612 J Med Chem 1989,ChEMBL,863588,,,,,,False
chembl:105,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,7.3,,,nM,CHEMBL653047,CHEMBL1124612,,,CHEMBL1124612 J Med Chem 1989,ChEMBL,863591,,,,,,False
chembl:106,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,9.3,,,nM,CHEMBL653045,CHEMBL1124612,,,CHEMBL1124612 J Med Chem 1989,ChEMBL,863592,,,,,,False
chembl:107,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,6.0,,,nM,CHEMBL652363,CHEMBL1124455,,,CHEMBL1124455 J Med Chem 1989,ChEMBL,866191,,,,,,False
chembl:108,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Inhibition,50.0,,,%,CHEMBL682140,CHEMBL1127987,,,CHEMBL1127987 Bioorg Med Chem Lett 1994,ChEMBL,870546,,,,,,False
chembl:109,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Inhibition,100.0,,,%,CHEMBL652437,CHEMBL1127987,,,CHEMBL1127987 Bioorg Med Chem Lett 1994,ChEMBL,870547,,,,,,False
chembl:110,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,2.9,,,nM,CHEMBL650466,CHEMBL1124125,,,CHEMBL1124125 J Med Chem 1988,ChEMBL,874022,,,,,,False
chembl:111,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ratio,1.98,,,,CHEMBL847310,CHEMBL1124125,,,CHEMBL1124125 J Med Chem 1988,ChEMBL,874023,,,,,,False
chembl:112,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ratio,0.9,,,,CHEMBL847310,CHEMBL1124125,,,CHEMBL1124125 J Med Chem 1988,ChEMBL,874027,,,,,,False
chembl:113,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,144.0,,,nM,CHEMBL650466,CHEMBL1124125,,,CHEMBL1124125 J Med Chem 1988,ChEMBL,874030,,,,,,False
chembl:114,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ratio,1.93,,,,CHEMBL847310,CHEMBL1124125,,,CHEMBL1124125 J Med Chem 1988,ChEMBL,874031,,,,,,False
chembl:115,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,323.0,,,nM,CHEMBL650466,CHEMBL1124125,,,CHEMBL1124125 J Med Chem 1988,ChEMBL,874034,,,,,,False
chembl:116,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ratio,1.17,,,,CHEMBL847311,CHEMBL1124125,,,CHEMBL1124125 J Med Chem 1988,ChEMBL,874035,,,,,,False
chembl:117,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,IC50,13.0,,,nM,CHEMBL652650,CHEMBL1125055,,,CHEMBL1125055 J Med Chem 1990,ChEMBL,904042,,,,,,False
chembl:118,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,GABA ratio,1.5,,,,CHEMBL841632,CHEMBL1125055,,,CHEMBL1125055 J Med Chem 1990,ChEMBL,904043,,,,,,False
chembl:119,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,5.4,,,nM,CHEMBL650177,CHEMBL1122343,,,CHEMBL1122343 J Med Chem 1983,ChEMBL,922098,,,,,,False
chembl:120,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,6.0,,,nM,CHEMBL649963,CHEMBL1127667,,,CHEMBL1127667 J Med Chem 1994,ChEMBL,922778,,,,,,False
chembl:121,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,5.02,,,nM,CHEMBL650465,CHEMBL1124199,,,CHEMBL1124199 J Med Chem 1988,ChEMBL,927815,,,,,,False
chembl:122,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,5.0,,,nM,CHEMBL650176,CHEMBL1122302,,,CHEMBL1122302 J Med Chem 1983,ChEMBL,930272,,,,,,False
chembl:123,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,8.1,,,nM,CHEMBL649963,CHEMBL1127667,,,CHEMBL1127667 J Med Chem 1994,ChEMBL,936624,,,,,,False
chembl:124,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094133,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Mus musculus,Activity,1.39,,,,CHEMBL716147,CHEMBL1127667,,,CHEMBL1127667 J Med Chem 1994,ChEMBL,936625,,,,,,False
chembl:125,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Binding affinity,29.3,,,spec bound mg-1,CHEMBL682656,CHEMBL1123198,,,CHEMBL1123198 J Med Chem 1986,ChEMBL,968598,,,,,,False
chembl:126,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,4.9,,,nM,CHEMBL677943,CHEMBL1135951,,,CHEMBL1135951 Bioorg Med Chem Lett 2002,ChEMBL,988889,,,,,,False
chembl:127,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,GABA shift,2.2,,,,CHEMBL841642,CHEMBL1135951,,,CHEMBL1135951 Bioorg Med Chem Lett 2002,ChEMBL,988890,,,,,,False
chembl:128,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,5.6,,,nM,CHEMBL653040,CHEMBL1129025,,,CHEMBL1129025 J Med Chem 1996,ChEMBL,992373,,,,,,False
chembl:129,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Ki,10.0,,,nM,CHEMBL652657,CHEMBL1126078,,,CHEMBL1126078 J Med Chem 1992,ChEMBL,997961,,,,,,False
chembl:130,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Ratio,1.7,,,,CHEMBL650678,CHEMBL1126078,,,CHEMBL1126078 J Med Chem 1992,ChEMBL,997962,,,,,,False
chembl:131,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,7.0,,,nM,CHEMBL650878,CHEMBL1124015,,,CHEMBL1124015 J Med Chem 1988,ChEMBL,998107,,,,,,False
chembl:132,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,4.9,,,nM,CHEMBL685962,CHEMBL1131732,,,CHEMBL1131732 Bioorg Med Chem Lett 1999,ChEMBL,1001855,,,,,,False
chembl:133,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,GS,2.2,,,,CHEMBL842880,CHEMBL1131732,,,CHEMBL1131732 Bioorg Med Chem Lett 1999,ChEMBL,1001856,,,,,,False
chembl:134,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,7.0,,,nM,CHEMBL650869,CHEMBL1123786,,,CHEMBL1123786 J Med Chem 1987,ChEMBL,1004279,,,,,,False
chembl:135,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,20.6,,,nM,CHEMBL650833,CHEMBL1128271,,,CHEMBL1128271 J Med Chem 1995,ChEMBL,1020226,,,,,,False
chembl:136,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,6.0,,,nM,CHEMBL648135,CHEMBL1127668,,,CHEMBL1127668 J Med Chem 1994,ChEMBL,1039765,,,,,,False
chembl:137,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,TBPS shift,1.0,,,,CHEMBL681940,CHEMBL1127668,,,CHEMBL1127668 J Med Chem 1994,ChEMBL,1039766,,,,,,False
chembl:138,diazepam,Diazepam,CHEMBL12,,alpha6/beta2/gamma2,CHEMBL2111370,GABA A receptor alpha-6/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,7000.0,,,nM,CHEMBL642035,CHEMBL1127668,,,CHEMBL1127668 J Med Chem 1994,ChEMBL,1039770,alpha6,beta2,gamma2,,,False
chembl:139,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,4.4,,,nM,CHEMBL650288,CHEMBL1125833,,,CHEMBL1125833 J Med Chem 1991,ChEMBL,1106447,,,,,,False
chembl:140,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,GABA ratio,,,,,CHEMBL842710,CHEMBL1125833,,,CHEMBL1125833 J Med Chem 1991,ChEMBL,1106448,,,,,,False
chembl:141,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,4.9,,,nM,CHEMBL651178,CHEMBL1132620,,,CHEMBL1132620 J Med Chem 1999,ChEMBL,1145117,,,,,,False
chembl:142,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Shift,1.0,,,,CHEMBL679555,CHEMBL1132620,,,CHEMBL1132620 J Med Chem 1999,ChEMBL,1145122,,,,,,False
chembl:143,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Change in Cl- current,1.0,,,,CHEMBL681630,CHEMBL1132620,,,CHEMBL1132620 J Med Chem 1999,ChEMBL,1145123,alpha1,beta2,gamma2,,,False
chembl:144,diazepam,Diazepam,CHEMBL12,,alpha3/beta2/gamma2,CHEMBL2111339,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Change in Cl- current,1.0,,,,CHEMBL681631,CHEMBL1132620,,,CHEMBL1132620 J Med Chem 1999,ChEMBL,1145124,alpha3,beta2,gamma2,,,False
chembl:145,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,91.0,,,nM,CHEMBL680071,CHEMBL1130321,,,CHEMBL1130321 J Med Chem 1997,ChEMBL,1161034,,,,,,False
chembl:146,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,4.9,,,nM,CHEMBL652450,CHEMBL1129651,,,CHEMBL1129651 J Med Chem 1996,ChEMBL,1161711,,,,,,False
chembl:147,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,TBPS shift,1.0,,,,CHEMBL678605,CHEMBL1129651,,,CHEMBL1129651 J Med Chem 1996,ChEMBL,1161712,,,,,,False
chembl:148,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Cl - current change,1.0,,,,CHEMBL641402,CHEMBL1129651,,,CHEMBL1129651 J Med Chem 1996,ChEMBL,1161713,alpha1,beta2,gamma2,,,False
chembl:149,diazepam,Diazepam,CHEMBL12,,alpha3/beta2/gamma2,CHEMBL2111343,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Cl - current change,1.0,,,,CHEMBL881126,CHEMBL1129651,,,CHEMBL1129651 J Med Chem 1996,ChEMBL,1161714,alpha3,beta2,gamma2,,,False
chembl:150,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,IC50,14.1,,,nM,CHEMBL654251,CHEMBL1128050,,,CHEMBL1128050 Bioorg Med Chem Lett 1995,ChEMBL,1176073,,,,,,False
chembl:151,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,Log IC50,-7.85,,,nM,CHEMBL654259,CHEMBL1128050,,,CHEMBL1128050 Bioorg Med Chem Lett 1995,ChEMBL,1176074,,,,,,False
chembl:152,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,ED50,0.7,,,mg.kg-1,CHEMBL731153,CHEMBL1124397,,,CHEMBL1124397 J Med Chem 1989,ChEMBL,1279107,,,,,,False
chembl:153,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,6.0,,,nM,CHEMBL652557,CHEMBL1121835,,,CHEMBL1121835 J Med Chem 1981,ChEMBL,1296375,,,,,,False
chembl:154,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Inhibition,,,,%,CHEMBL652560,CHEMBL1121835,,,CHEMBL1121835 J Med Chem 1981,ChEMBL,1296376,,,,,,False
chembl:155,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,4.0,,,nM,CHEMBL653042,CHEMBL1125732,,,CHEMBL1125732 J Med Chem 1991,ChEMBL,1302881,,,,,,False
chembl:156,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,13.0,,,nM,CHEMBL829006,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412501,alpha1,beta3,gamma2,,,False
chembl:157,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,6.6,,,nM,CHEMBL829005,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412502,alpha2,beta3,gamma2,,,False
chembl:158,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,33.0,,,nM,CHEMBL830420,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412503,alpha3,beta3,gamma2,,,False
chembl:159,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,11.0,,,nM,CHEMBL830421,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412504,alpha5,beta3,gamma2,,,False
chembl:160,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,103.0,,,%,CHEMBL836221,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412505,alpha1,beta3,gamma2,,,False
