drug_id,alpha1_composition,alpha2_composition,alpha1_source,alpha2_source,metric,unit,same_beta_gamma,same_reference_or_assay,alpha1_species,alpha2_species,alpha1_value,alpha2_value,tier,alpha1_evidence_id,alpha2_evidence_id
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,408.0,4,chembl:352,chembl:403
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:352,chembl:412
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,50.0,156.0,4,chembl:352,chembl:414
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,291.0,4,chembl:352,chembl:418
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,737.0,4,chembl:352,chembl:419
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,74.1,4,chembl:352,chembl:423
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,160.0,2,chembl:356,chembl:327
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,156.0,2,chembl:356,chembl:331
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,255.1,2,chembl:356,chembl:338
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,187.0,4,chembl:356,chembl:339
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,156.0,4,chembl:356,chembl:345
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,156.0,2,chembl:356,chembl:348
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Homo sapiens,Homo sapiens,27.0,103.0,1,chembl:356,chembl:357
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,765.0,4,chembl:356,chembl:361
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,765.0,4,chembl:356,chembl:363
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,765.0,4,chembl:356,chembl:365
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,160.0,2,chembl:356,chembl:368
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,123.0,4,chembl:356,chembl:371
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,156.0,2,chembl:356,chembl:377
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,150.0,4,chembl:356,chembl:394
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,180.0,4,chembl:356,chembl:395
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,408.0,3,chembl:356,chembl:403
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,765.0,4,chembl:356,chembl:412
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,156.0,4,chembl:356,chembl:414
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,291.0,4,chembl:356,chembl:418
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,737.0,4,chembl:356,chembl:419
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,74.1,4,chembl:356,chembl:423
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,160.0,4,chembl:360,chembl:327
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:360,chembl:331
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,255.1,4,chembl:360,chembl:338
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,187.0,4,chembl:360,chembl:339
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,156.0,4,chembl:360,chembl:345
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:360,chembl:348
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,103.0,4,chembl:360,chembl:357
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:360,chembl:361
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:360,chembl:363
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:360,chembl:365
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,160.0,4,chembl:360,chembl:368
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,123.0,4,chembl:360,chembl:371
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:360,chembl:377
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,150.0,4,chembl:360,chembl:394
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,180.0,4,chembl:360,chembl:395
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,408.0,4,chembl:360,chembl:403
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:360,chembl:412
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,50.0,156.0,4,chembl:360,chembl:414
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,291.0,4,chembl:360,chembl:418
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,737.0,4,chembl:360,chembl:419
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,74.1,4,chembl:360,chembl:423
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,160.0,4,chembl:362,chembl:327
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:362,chembl:331
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,255.1,4,chembl:362,chembl:338
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,187.0,4,chembl:362,chembl:339
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,156.0,4,chembl:362,chembl:345
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:362,chembl:348
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,103.0,4,chembl:362,chembl:357
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:362,chembl:361
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:362,chembl:363
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:362,chembl:365
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,160.0,4,chembl:362,chembl:368
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,123.0,4,chembl:362,chembl:371
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:362,chembl:377
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,150.0,4,chembl:362,chembl:394
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,180.0,4,chembl:362,chembl:395
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,408.0,4,chembl:362,chembl:403
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:362,chembl:412
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,50.0,156.0,4,chembl:362,chembl:414
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,291.0,4,chembl:362,chembl:418
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,737.0,4,chembl:362,chembl:419
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,74.1,4,chembl:362,chembl:423
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,160.0,4,chembl:366,chembl:327
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:366,chembl:331
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,255.1,4,chembl:366,chembl:338
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,187.0,4,chembl:366,chembl:339
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,156.0,4,chembl:366,chembl:345
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:366,chembl:348
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,103.0,4,chembl:366,chembl:357
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:366,chembl:361
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:366,chembl:363
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:366,chembl:365
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,160.0,4,chembl:366,chembl:368
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,123.0,4,chembl:366,chembl:371
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:366,chembl:377
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,150.0,4,chembl:366,chembl:394
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,180.0,4,chembl:366,chembl:395
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Homo sapiens,50.0,408.0,4,chembl:366,chembl:403
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:366,chembl:412
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,50.0,156.0,4,chembl:366,chembl:414
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,291.0,4,chembl:366,chembl:418
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,737.0,4,chembl:366,chembl:419
zolpidem,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,74.1,4,chembl:366,chembl:423
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,160.0,2,chembl:367,chembl:327
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,156.0,2,chembl:367,chembl:331
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,255.1,2,chembl:367,chembl:338
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,187.0,4,chembl:367,chembl:339
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,156.0,4,chembl:367,chembl:345
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,156.0,2,chembl:367,chembl:348
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,103.0,2,chembl:367,chembl:357
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,765.0,4,chembl:367,chembl:361
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,765.0,4,chembl:367,chembl:363
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,765.0,4,chembl:367,chembl:365
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Homo sapiens,Homo sapiens,27.0,160.0,1,chembl:367,chembl:368
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Homo sapiens,Homo sapiens,27.0,123.0,4,chembl:367,chembl:371
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,27.0,156.0,2,chembl:367,chembl:377
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,150.0,4,chembl:367,chembl:394
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,180.0,4,chembl:367,chembl:395
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,408.0,3,chembl:367,chembl:403
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,765.0,4,chembl:367,chembl:412
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,27.0,156.0,4,chembl:367,chembl:414
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,291.0,4,chembl:367,chembl:418
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,737.0,4,chembl:367,chembl:419
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,27.0,74.1,4,chembl:367,chembl:423
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,160.0,160.0,4,chembl:369,chembl:327
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,160.0,156.0,4,chembl:369,chembl:331
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,160.0,255.1,4,chembl:369,chembl:338
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,160.0,187.0,2,chembl:369,chembl:339
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,160.0,156.0,4,chembl:369,chembl:345
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,160.0,156.0,4,chembl:369,chembl:348
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,160.0,103.0,4,chembl:369,chembl:357
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,160.0,765.0,4,chembl:369,chembl:361
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,160.0,765.0,4,chembl:369,chembl:363
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,160.0,765.0,4,chembl:369,chembl:365
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,True,Homo sapiens,Homo sapiens,160.0,160.0,4,chembl:369,chembl:368
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,True,Homo sapiens,Homo sapiens,160.0,123.0,1,chembl:369,chembl:371
zolpidem,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,160.0,156.0,4,chembl:369,chembl:377
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,160.0,150.0,3,chembl:369,chembl:394
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,160.0,180.0,4,chembl:369,chembl:395
zolpidem,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,160.0,408.0,4,chembl:369,chembl:403
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,160.0,765.0,4,chembl:369,chembl:412
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,160.0,156.0,4,chembl:369,chembl:414
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,160.0,291.0,4,chembl:369,chembl:418
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,160.0,737.0,4,chembl:369,chembl:419
zolpidem,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,160.0,74.1,4,chembl:369,chembl:423
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,160.0,4,chembl:375,chembl:327
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:375,chembl:331
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,255.1,4,chembl:375,chembl:338
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,187.0,4,chembl:375,chembl:339
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,156.0,4,chembl:375,chembl:345
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,156.0,4,chembl:375,chembl:348
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,103.0,4,chembl:375,chembl:357
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:375,chembl:361
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:375,chembl:363
zolpidem,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Rattus norvegicus,Rattus norvegicus,50.0,765.0,4,chembl:375,chembl:365
zolpidem,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,50.0,160.0,4,chembl:375,chembl:368
