drug,receptor_block,seed,pose_rank,vina_score_kcal_mol,rmsd_lb,rmsd_ub,source_file,line_number,record_index,record_status,raw_record
temazepam,alpha1,2026091905,6,-6.574,2.663,5.244,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha1/2026091905/poses.pdbqt,202,6,valid,REMARK VINA RESULT:    -6.574      2.663      5.244
temazepam,alpha1,2026091905,7,-6.47,2.935,4.423,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha1/2026091905/poses.pdbqt,242,7,valid,REMARK VINA RESULT:    -6.470      2.935      4.423
temazepam,alpha1,2026091905,8,-6.352,4.058,6.686,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha1/2026091905/poses.pdbqt,282,8,valid,REMARK VINA RESULT:    -6.352      4.058      6.686
temazepam,alpha1,2026091905,9,-6.176,4.082,6.299,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha1/2026091905/poses.pdbqt,322,9,valid,REMARK VINA RESULT:    -6.176      4.082      6.299
temazepam,alpha2,2026091901,1,-6.913,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.913      0.000      0.000
temazepam,alpha2,2026091901,2,-6.72,3.709,5.328,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,42,2,valid,REMARK VINA RESULT:    -6.720      3.709      5.328
temazepam,alpha2,2026091901,3,-6.613,1.398,1.837,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,82,3,valid,REMARK VINA RESULT:    -6.613      1.398      1.837
temazepam,alpha2,2026091901,4,-6.485,2.147,4.62,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,122,4,valid,REMARK VINA RESULT:    -6.485      2.147      4.620
temazepam,alpha2,2026091901,5,-6.369,2.691,3.43,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,162,5,valid,REMARK VINA RESULT:    -6.369      2.691      3.430
temazepam,alpha2,2026091901,6,-6.328,3.543,5.345,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,202,6,valid,REMARK VINA RESULT:    -6.328      3.543      5.345
temazepam,alpha2,2026091901,7,-6.323,3.314,5.473,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,242,7,valid,REMARK VINA RESULT:    -6.323      3.314      5.473
temazepam,alpha2,2026091901,8,-6.136,2.737,4.516,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,282,8,valid,REMARK VINA RESULT:    -6.136      2.737      4.516
temazepam,alpha2,2026091901,9,-6.098,3.245,4.809,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,322,9,valid,REMARK VINA RESULT:    -6.098      3.245      4.809
temazepam,alpha2,2026091902,1,-6.893,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.893      0.000      0.000
temazepam,alpha2,2026091902,2,-6.719,3.739,5.348,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,42,2,valid,REMARK VINA RESULT:    -6.719      3.739      5.348
temazepam,alpha2,2026091902,3,-6.634,3.869,6.277,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,82,3,valid,REMARK VINA RESULT:    -6.634      3.869      6.277
temazepam,alpha2,2026091902,4,-6.623,1.381,1.827,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,122,4,valid,REMARK VINA RESULT:    -6.623      1.381      1.827
temazepam,alpha2,2026091902,5,-6.438,2.127,4.596,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,162,5,valid,REMARK VINA RESULT:    -6.438      2.127      4.596
temazepam,alpha2,2026091902,6,-6.359,3.509,5.218,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,202,6,valid,REMARK VINA RESULT:    -6.359      3.509      5.218
temazepam,alpha2,2026091902,7,-6.334,3.33,5.511,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,242,7,valid,REMARK VINA RESULT:    -6.334      3.330      5.511
temazepam,alpha2,2026091902,8,-6.301,4.118,5.99,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,282,8,valid,REMARK VINA RESULT:    -6.301      4.118      5.990
temazepam,alpha2,2026091902,9,-6.244,3.628,5.536,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,322,9,valid,REMARK VINA RESULT:    -6.244      3.628      5.536
temazepam,alpha2,2026091903,1,-6.899,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.899      0.000      0.000
temazepam,alpha2,2026091903,2,-6.571,3.935,6.357,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,42,2,valid,REMARK VINA RESULT:    -6.571      3.935      6.357
temazepam,alpha2,2026091903,3,-6.566,1.411,1.88,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,82,3,valid,REMARK VINA RESULT:    -6.566      1.411      1.880
temazepam,alpha2,2026091903,4,-6.514,5.297,6.973,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,122,4,valid,REMARK VINA RESULT:    -6.514      5.297      6.973
temazepam,alpha2,2026091903,5,-6.442,2.126,4.617,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,162,5,valid,REMARK VINA RESULT:    -6.442      2.126      4.617
temazepam,alpha2,2026091903,6,-6.357,3.532,5.331,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,202,6,valid,REMARK VINA RESULT:    -6.357      3.532      5.331
temazepam,alpha2,2026091903,7,-6.313,3.311,5.501,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,242,7,valid,REMARK VINA RESULT:    -6.313      3.311      5.501
temazepam,alpha2,2026091903,8,-6.1,3.516,5.522,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,282,8,valid,REMARK VINA RESULT:    -6.100      3.516      5.522
temazepam,alpha2,2026091903,9,-6.094,1.731,2.416,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,322,9,valid,REMARK VINA RESULT:    -6.094      1.731      2.416
temazepam,alpha2,2026091904,1,-6.885,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.885      0.000      0.000
temazepam,alpha2,2026091904,2,-6.709,3.723,5.332,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,42,2,valid,REMARK VINA RESULT:    -6.709      3.723      5.332
temazepam,alpha2,2026091904,3,-6.621,1.433,1.881,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,82,3,valid,REMARK VINA RESULT:    -6.621      1.433      1.881
temazepam,alpha2,2026091904,4,-6.533,3.89,6.272,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,122,4,valid,REMARK VINA RESULT:    -6.533      3.890      6.272
temazepam,alpha2,2026091904,5,-6.445,2.143,4.609,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,162,5,valid,REMARK VINA RESULT:    -6.445      2.143      4.609
temazepam,alpha2,2026091904,6,-6.378,3.497,5.225,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,202,6,valid,REMARK VINA RESULT:    -6.378      3.497      5.225
temazepam,alpha2,2026091904,7,-6.362,2.272,2.82,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,242,7,valid,REMARK VINA RESULT:    -6.362      2.272      2.820
temazepam,alpha2,2026091904,8,-6.115,1.741,2.439,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,282,8,valid,REMARK VINA RESULT:    -6.115      1.741      2.439
temazepam,alpha2,2026091904,9,-6.059,3.239,4.858,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,322,9,valid,REMARK VINA RESULT:    -6.059      3.239      4.858
temazepam,alpha2,2026091905,1,-6.886,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.886      0.000      0.000
temazepam,alpha2,2026091905,2,-6.689,3.728,5.339,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,42,2,valid,REMARK VINA RESULT:    -6.689      3.728      5.339
temazepam,alpha2,2026091905,3,-6.615,1.381,1.826,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,82,3,valid,REMARK VINA RESULT:    -6.615      1.381      1.826
temazepam,alpha2,2026091905,4,-6.489,3.134,3.935,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,122,4,valid,REMARK VINA RESULT:    -6.489      3.134      3.935
temazepam,alpha2,2026091905,5,-6.418,2.109,4.599,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,162,5,valid,REMARK VINA RESULT:    -6.418      2.109      4.599
temazepam,alpha2,2026091905,6,-6.357,3.508,5.207,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,202,6,valid,REMARK VINA RESULT:    -6.357      3.508      5.207
temazepam,alpha2,2026091905,7,-6.298,3.318,5.475,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,242,7,valid,REMARK VINA RESULT:    -6.298      3.318      5.475
temazepam,alpha2,2026091905,8,-6.035,3.492,5.537,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,282,8,valid,REMARK VINA RESULT:    -6.035      3.492      5.537
temazepam,alpha2,2026091905,9,-5.975,3.291,5.005,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,322,9,valid,REMARK VINA RESULT:    -5.975      3.291      5.005
zopiclone,alpha1,2026091901,1,-9.652,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -9.652      0.000      0.000
zopiclone,alpha1,2026091901,2,-8.581,3.05,5.481,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,50,2,valid,REMARK VINA RESULT:    -8.581      3.050      5.481
zopiclone,alpha1,2026091901,3,-8.155,2.336,5.981,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,98,3,valid,REMARK VINA RESULT:    -8.155      2.336      5.981
zopiclone,alpha1,2026091901,4,-8.151,3.869,6.787,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,146,4,valid,REMARK VINA RESULT:    -8.151      3.869      6.787
zopiclone,alpha1,2026091901,5,-7.867,4.385,7.257,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,194,5,valid,REMARK VINA RESULT:    -7.867      4.385      7.257
zopiclone,alpha1,2026091901,6,-7.865,4.209,6.515,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,242,6,valid,REMARK VINA RESULT:    -7.865      4.209      6.515
zopiclone,alpha1,2026091901,7,-7.865,3.977,6.881,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,290,7,valid,REMARK VINA RESULT:    -7.865      3.977      6.881
zopiclone,alpha1,2026091901,8,-7.799,3.75,6.144,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,338,8,valid,REMARK VINA RESULT:    -7.799      3.750      6.144
zopiclone,alpha1,2026091901,9,-7.567,3.347,7.191,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,386,9,valid,REMARK VINA RESULT:    -7.567      3.347      7.191
zopiclone,alpha1,2026091902,1,-9.653,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -9.653      0.000      0.000
zopiclone,alpha1,2026091902,2,-8.595,3.057,5.485,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,50,2,valid,REMARK VINA RESULT:    -8.595      3.057      5.485
zopiclone,alpha1,2026091902,3,-8.169,2.329,5.975,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,98,3,valid,REMARK VINA RESULT:    -8.169      2.329      5.975
zopiclone,alpha1,2026091902,4,-8.16,3.858,6.763,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,146,4,valid,REMARK VINA RESULT:    -8.160      3.858      6.763
zopiclone,alpha1,2026091902,5,-7.859,3.905,6.83,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,194,5,valid,REMARK VINA RESULT:    -7.859      3.905      6.830
zopiclone,alpha1,2026091902,6,-7.828,4.405,6.83,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,242,6,valid,REMARK VINA RESULT:    -7.828      4.405      6.830
zopiclone,alpha1,2026091902,7,-7.796,3.764,6.149,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,290,7,valid,REMARK VINA RESULT:    -7.796      3.764      6.149
zopiclone,alpha1,2026091902,8,-7.583,3.375,7.239,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,338,8,valid,REMARK VINA RESULT:    -7.583      3.375      7.239
zopiclone,alpha1,2026091902,9,-7.547,4.204,8.48,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,386,9,valid,REMARK VINA RESULT:    -7.547      4.204      8.480
zopiclone,alpha1,2026091903,1,-9.699,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -9.699      0.000      0.000
zopiclone,alpha1,2026091903,2,-8.64,3.067,5.499,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,50,2,valid,REMARK VINA RESULT:    -8.640      3.067      5.499
zopiclone,alpha1,2026091903,3,-8.162,3.869,6.795,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,98,3,valid,REMARK VINA RESULT:    -8.162      3.869      6.795
zopiclone,alpha1,2026091903,4,-8.024,2.393,5.953,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,146,4,valid,REMARK VINA RESULT:    -8.024      2.393      5.953
zopiclone,alpha1,2026091903,5,-7.895,3.925,6.879,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,194,5,valid,REMARK VINA RESULT:    -7.895      3.925      6.879
zopiclone,alpha1,2026091903,6,-7.846,4.208,6.493,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,242,6,valid,REMARK VINA RESULT:    -7.846      4.208      6.493
zopiclone,alpha1,2026091903,7,-7.786,2.709,5.018,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,290,7,valid,REMARK VINA RESULT:    -7.786      2.709      5.018
zopiclone,alpha1,2026091903,8,-7.66,3.904,6.402,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,338,8,valid,REMARK VINA RESULT:    -7.660      3.904      6.402
zopiclone,alpha1,2026091903,9,-7.168,3.803,7.793,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,386,9,valid,REMARK VINA RESULT:    -7.168      3.803      7.793
zopiclone,alpha1,2026091904,1,-9.687,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -9.687      0.000      0.000
zopiclone,alpha1,2026091904,2,-8.619,3.064,5.493,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,50,2,valid,REMARK VINA RESULT:    -8.619      3.064      5.493
zopiclone,alpha1,2026091904,3,-8.177,3.866,6.785,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,98,3,valid,REMARK VINA RESULT:    -8.177      3.866      6.785
zopiclone,alpha1,2026091904,4,-7.889,3.951,6.89,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,146,4,valid,REMARK VINA RESULT:    -7.889      3.951      6.890
zopiclone,alpha1,2026091904,5,-7.866,4.406,7.263,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,194,5,valid,REMARK VINA RESULT:    -7.866      4.406      7.263
zopiclone,alpha1,2026091904,6,-7.855,4.24,6.549,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,242,6,valid,REMARK VINA RESULT:    -7.855      4.240      6.549
zopiclone,alpha1,2026091904,7,-7.841,3.768,6.167,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,290,7,valid,REMARK VINA RESULT:    -7.841      3.768      6.167
zopiclone,alpha1,2026091904,8,-7.677,2.879,4.326,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,338,8,valid,REMARK VINA RESULT:    -7.677      2.879      4.326
zopiclone,alpha1,2026091904,9,-7.533,3.899,8.065,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,386,9,valid,REMARK VINA RESULT:    -7.533      3.899      8.065
zopiclone,alpha1,2026091905,1,-9.677,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -9.677      0.000      0.000
zopiclone,alpha1,2026091905,2,-8.605,3.064,5.494,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,50,2,valid,REMARK VINA RESULT:    -8.605      3.064      5.494
zopiclone,alpha1,2026091905,3,-8.192,2.325,6.005,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,98,3,valid,REMARK VINA RESULT:    -8.192      2.325      6.005
zopiclone,alpha1,2026091905,4,-8.159,3.878,6.804,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,146,4,valid,REMARK VINA RESULT:    -8.159      3.878      6.804
zopiclone,alpha1,2026091905,5,-8.079,1.714,2.64,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,194,5,valid,REMARK VINA RESULT:    -8.079      1.714      2.640
zopiclone,alpha1,2026091905,6,-7.925,4.208,6.519,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,242,6,valid,REMARK VINA RESULT:    -7.925      4.208      6.519
zopiclone,alpha1,2026091905,7,-7.883,3.952,6.903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,290,7,valid,REMARK VINA RESULT:    -7.883      3.952      6.903
zopiclone,alpha1,2026091905,8,-7.879,4.413,7.279,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,338,8,valid,REMARK VINA RESULT:    -7.879      4.413      7.279
zopiclone,alpha1,2026091905,9,-7.598,3.394,7.259,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,386,9,valid,REMARK VINA RESULT:    -7.598      3.394      7.259
zopiclone,alpha2,2026091901,1,-7.333,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -7.333      0.000      0.000
zopiclone,alpha2,2026091901,2,-7.196,2.956,5.313,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,50,2,valid,REMARK VINA RESULT:    -7.196      2.956      5.313
zopiclone,alpha2,2026091901,3,-7.056,2.123,4.372,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,98,3,valid,REMARK VINA RESULT:    -7.056      2.123      4.372
zopiclone,alpha2,2026091901,4,-6.842,2.701,5.236,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,146,4,valid,REMARK VINA RESULT:    -6.842      2.701      5.236
zopiclone,alpha2,2026091901,5,-6.769,2.263,5.847,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,194,5,valid,REMARK VINA RESULT:    -6.769      2.263      5.847
zopiclone,alpha2,2026091901,6,-6.649,3.323,5.445,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,242,6,valid,REMARK VINA RESULT:    -6.649      3.323      5.445
zopiclone,alpha2,2026091901,7,-6.56,2.817,6.4,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,290,7,valid,REMARK VINA RESULT:    -6.560      2.817      6.400
zopiclone,alpha2,2026091901,8,-6.505,2.849,6.716,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,338,8,valid,REMARK VINA RESULT:    -6.505      2.849      6.716
zopiclone,alpha2,2026091901,9,-6.407,2.62,5.692,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,386,9,valid,REMARK VINA RESULT:    -6.407      2.620      5.692
zopiclone,alpha2,2026091902,1,-8.112,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.112      0.000      0.000
zopiclone,alpha2,2026091902,2,-7.698,4.067,6.333,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091902/poses.pdbqt,50,2,valid,REMARK VINA RESULT:    -7.698      4.067      6.333
zopiclone,alpha2,2026091902,3,-7.621,3.234,5.983,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091902/poses.pdbqt,98,3,valid,REMARK VINA RESULT:    -7.621      3.234      5.983
zopiclone,alpha2,2026091902,4,-7.46,4.471,6.782,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091902/poses.pdbqt,146,4,valid,REMARK VINA RESULT:    -7.460      4.471      6.782
zopiclone,alpha2,2026091902,5,-7.254,4.208,7.274,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091902/poses.pdbqt,194,5,valid,REMARK VINA RESULT:    -7.254      4.208      7.274
zopiclone,alpha2,2026091902,6,-7.113,3.751,7.779,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091902/poses.pdbqt,242,6,valid,REMARK VINA RESULT:    -7.113      3.751      7.779
