assay_chembl_id,aidx,assay_category,assay_cell_type,assay_classifications,assay_group,assay_organism,assay_parameters,assay_strain,assay_subcellular_fraction,assay_tax_id,assay_test_type,assay_tissue,assay_type,assay_type_description,bao_format,bao_label,cell_chembl_id,confidence_description,confidence_score,description,document_chembl_id,relationship_description,relationship_type,src_assay_id,src_id,target_chembl_id,tissue_chembl_id,variant_sequence,source_request_id,source_file,source_json_pointer,source_sha256,retrieved_at_utc
CHEMBL5254706,1479503,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha6beta3gamma2 receptor expressed in Xenopus laevis oocytes assessed as increase in GABA-induced current amplitude at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296054,,,request_00073,raw/responses/request_00073.json.gz,/assays/9,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254707,1479512,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha1beta3alpha1-gamma2beta3 receptor expressed in Xenopus laevis oocytes assessed as potentiation of GABA-induced current at -80 mV holding potential at 1 uM in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296062,,,request_00073,raw/responses/request_00073.json.gz,/assays/10,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254708,1479514,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha6beta3alpha1-gamma2beta3 receptor expressed in Xenopus laevis oocytes assessed as potentiation of GABA-induced current at -80 mV holding potential at 1 uM in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL5291947,,,request_00073,raw/responses/request_00073.json.gz,/assays/11,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254709,1479515,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha1beta3gamma2 receptor expressed in Xenopus laevis oocytes assessed as potentiation of GABA-induced current at -80 mV holding potential at 1 uM in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296062,,,request_00073,raw/responses/request_00073.json.gz,/assays/12,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254710,1479539,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha1beta3alpha1-gamma2beta3 receptor expressed in Xenopus laevis oocytes assessed as maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296062,,,request_00073,raw/responses/request_00073.json.gz,/assays/13,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254711,1479548,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha6beta3alpha6-gamma2beta3 receptor expressed in Xenopus laevis oocytes assessed as maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296054,,,request_00073,raw/responses/request_00073.json.gz,/assays/14,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254712,1479550,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha6beta3alpha1-gamma2beta3 receptor expressed in Xenopus laevis oocytes assessed as maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL5291947,,,request_00073,raw/responses/request_00073.json.gz,/assays/15,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254713,1479554,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA gamma2beta3alpha1-beta3alpha6 receptor expressed in Xenopus laevis oocytes assessed as maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL5291947,,,request_00073,raw/responses/request_00073.json.gz,/assays/16,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254715,1479559,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha6beta3alpha6 receptor expressed in Xenopus laevis oocytes assessed as activation of maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296052,,,request_00073,raw/responses/request_00073.json.gz,/assays/17,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254716,1479565,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha6beta3alpha1 receptor expressed in Xenopus laevis oocytes assessed as activation of maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL5291948,,,request_00073,raw/responses/request_00073.json.gz,/assays/18,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254717,1479566,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA gamma2beta3alpha1 receptor expressed in Xenopus laevis oocytes assessed as activation of maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296062,,,request_00073,raw/responses/request_00073.json.gz,/assays/19,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL642035,CLD0,,Sf9,[],,,[],,,,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308860,Homologous protein complex subunits assigned,6,Displacement of [3H]-Ro- 15-4513 from alpha-6-beta-2-gamma-2 GABA-A receptor subunits expressed in Sf9 cell membranes,CHEMBL1127668,Homologous protein target assigned,H,,1,CHEMBL2111370,,,request_00074,raw/responses/request_00074.json.gz,/assays/0,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL641402,CLD0,,,[],,,[],,,,,,F,Functional,BAO_0000019,assay format,,Homologous protein complex subunits assigned,6,In vitro efficacy calculated by chlorine current assay on alpha-1-beta-2-gamma-2 (GABA-A) receptor subtype,CHEMBL1129651,Homologous protein target assigned,H,,1,CHEMBL2095167,,,request_00074,raw/responses/request_00074.json.gz,/assays/1,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL648134,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,Displacement of [3H]- flunitrazepam from rat GABA-A benzodiazepine receptor,CHEMBL1127668,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00074,raw/responses/request_00074.json.gz,/assays/2,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL647210,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Binding affinity for Diazepam-Sensitive fraction of GABA-A benzodiazepine receptors,CHEMBL1127014,Homologous protein target assigned,H,,1,CHEMBL1907607,,,request_00074,raw/responses/request_00074.json.gz,/assays/3,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL5254718,1479567,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA beta3alpha6 receptor expressed in Xenopus laevis oocytes assessed as maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296052,,,request_00074,raw/responses/request_00074.json.gz,/assays/4,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL5254719,1479573,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA gamma2beta3 receptor expressed in Xenopus laevis oocytes assessed as maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL5291950,,,request_00074,raw/responses/request_00074.json.gz,/assays/5,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL5254720,1479576,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha1beta3gamma2 receptor expressed in Xenopus laevis oocytes assessed as maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296062,,,request_00074,raw/responses/request_00074.json.gz,/assays/6,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL5254721,1479579,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha6beta3gamma2 receptor expressed in Xenopus laevis oocytes assessed as maximal current at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296054,,,request_00074,raw/responses/request_00074.json.gz,/assays/7,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL5291798,3121,,,[],,,[],,,,In vitro,,B,Binding,BAO_0000019,assay format,,Homologous single protein target assigned,8,Binding affinity towards rat Gabra1 in an in vitro assay with cellular components measured by membrane filtration,CHEMBL5291721,Homologous protein target assigned,H,,1,CHEMBL343,,,request_00074,raw/responses/request_00074.json.gz,/assays/8,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL5291801,3125,,,[],,,[],,,,In vitro,,F,Functional,BAO_0000019,assay format,,Homologous single protein target assigned,8,Compound was evaluated for inhibition of rat Gabra1 in an in vitro assay with cellular components measured by membrane filtration,CHEMBL5291721,Homologous protein target assigned,H,,1,CHEMBL343,,,request_00074,raw/responses/request_00074.json.gz,/assays/9,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6080337,1735829,,LTK-,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]flumazenil from human recombinant alpha1-beta3-gamma2 GABAA receptors expressed in mouse LTK- cells incubated for 1 hr by liquid scintillation counter analysis,CHEMBL6078658,Direct protein target assigned,D,,1,CHEMBL2094121,,,request_00074,raw/responses/request_00074.json.gz,/assays/10,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6080338,1735830,,LTK-,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]flumazenil from human recombinant alpha2-beta3-gamma2 GABAA receptors expressed in mouse LTK- cells incubated for 1 hr by liquid scintillation counter analysis,CHEMBL6078658,Direct protein target assigned,D,,1,CHEMBL2094130,,,request_00074,raw/responses/request_00074.json.gz,/assays/11,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6081993,1733338,,,[],,Rattus norvegicus,[],,,10116,,Brain,B,Binding,BAO_0000221,tissue-based format,,Multiple direct protein targets may be assigned,5,Displacement of [3H]flunitrazepam from rat brain GABA-A receptor incubated for 10 mins by MicroBeta TriLux 1450 scintillation counter,CHEMBL6078707,Direct protein target assigned,D,,1,CHEMBL1907607,CHEMBL3638188,,request_00074,raw/responses/request_00074.json.gz,/assays/12,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6081996,1733393,,HEK293,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of synaptic human alpha1beta2gamma2 GABA-A receptor expressed in HEK293 cells assessed as fold increase in GABA-induced current amplitude at 1 uM incubated for 7 sec at -90 mV holding potential by Qpatch assay relative to GABA alone,CHEMBL6078707,Direct protein target assigned,D,,1,CHEMBL2095172,,,request_00074,raw/responses/request_00074.json.gz,/assays/13,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6081998,1733450,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000223,protein complex format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of alpha2beta3gamma2 GABA-A receptor (unknown origin) assessed as fold increase in GABA-induced current amplitude at 1 uM relative to GABA alone,CHEMBL6078707,Direct protein target assigned,D,,1,CHEMBL2094130,,,request_00074,raw/responses/request_00074.json.gz,/assays/14,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6082000,1733452,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000223,protein complex format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of alpha3beta3gamma2 GABA-A receptor (unknown origin) assessed as fold increase in GABA-induced current amplitude at 1 uM relative to GABA alone,CHEMBL6078707,Direct protein target assigned,D,,1,CHEMBL2094120,,,request_00074,raw/responses/request_00074.json.gz,/assays/15,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6082002,1733455,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000223,protein complex format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of alpha5beta3gamma2 GABA-A receptor (unknown origin) assessed as fold increase in GABA-induced current amplitude at 1 uM relative to GABA alone,CHEMBL6078707,Direct protein target assigned,D,,1,CHEMBL2094122,,,request_00074,raw/responses/request_00074.json.gz,/assays/16,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6082003,1733572,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat alpha1beta2gamma2 GABA-A receptor expressed in Xenopus laevis Oocyte assessed as increase in GABA-induced current at 100 nM by electrophysiological recordings relative to GABA,CHEMBL6078707,Direct protein target assigned,D,,1,CHEMBL2095167,,,request_00074,raw/responses/request_00074.json.gz,/assays/17,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6082005,1733575,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat alpha3beta3gamma2 GABA-A receptor expressed in Xenopus laevis Oocyte assessed as increase in GABA-induced current at 100 nM by electrophysiological recordings relative to GABA,CHEMBL6078707,Direct protein target assigned,D,,1,CHEMBL4296047,,,request_00074,raw/responses/request_00074.json.gz,/assays/18,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL6082006,1733578,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat alpha5beta3gamma2 GABA-A receptor expressed in Xenopus laevis Oocyte assessed as increase in GABA-induced current at 100 nM by electrophysiological recordings relative to GABA,CHEMBL6078707,Direct protein target assigned,D,,1,CHEMBL2111374,,,request_00074,raw/responses/request_00074.json.gz,/assays/19,c1d24d1039bd2c1f3ca30388df08702b6fa9daf1e2368b133211b5a5eb0ece09,2026-09-18T02:20:12.380798+00:00
CHEMBL649963,CLD0,,,[],,,[],,,,,Cerebral cortex,B,Binding,BAO_0000221,tissue-based format,,Multiple homologous protein targets may be assigned,4,In vitro inhibitory concentration of compound against benzodiazepine receptor from rat cerebral cortex using [3H]- flunitrazepam was evaluated,CHEMBL1127667,Homologous protein target assigned,H,,1,CHEMBL1907607,CHEMBL3559724,,request_00075,raw/responses/request_00075.json.gz,/assays/0,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL648135,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,Displacement of [3H]- flunitrazepam from rat GABA-A benzodiazepine receptor,CHEMBL1127668,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/1,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL648138,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Binding affinity for Diazepam insensitive (DI) isoform of the benzodiazepine (Bz) binding site on GABAA receptors,CHEMBL1127024,Homologous protein target assigned,H,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/2,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL648139,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Binding affinity for Diazepam sensitive (DS) isoform of the benzodiazepine (Bz) binding site on GABAA receptors,CHEMBL1127024,Homologous protein target assigned,H,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/3,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650280,CLD0,,,[],,,[],,,,,Cerebral cortex,B,Binding,BAO_0000221,tissue-based format,,Multiple homologous protein targets may be assigned,4,Displacing potential to [3H]diazepam binding to benzodiazepine receptor in Wistar rat cerebral cortex,CHEMBL1124689,Homologous protein target assigned,H,,1,CHEMBL1907607,CHEMBL3559724,,request_00075,raw/responses/request_00075.json.gz,/assays/4,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650288,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000019,assay format,,Multiple direct protein targets may be assigned,5,Displacement of [3H]flunitrazepam from GABA-A Benzodiazepine receptors in rat forebrain,CHEMBL1125833,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/5,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650176,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,In vitro displacement of [3H]diazepam from GABA-A benzodiazepine receptor,CHEMBL1122302,Homologous protein target assigned,H,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/6,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650177,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,In vitro inhibition of [3H]diazepam binding to rat GABA-A benzodiazepine receptor,CHEMBL1122343,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/7,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650178,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000249,cell membrane format,,Multiple direct protein targets may be assigned,5,In vitro inhibition of binding to the benzodiazepine receptor in rat cerebral cortical membrane using [3H]diazepam as radioligand,CHEMBL1124212,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/8,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650464,CLD0,,,[],,Rattus norvegicus,[],,,10116,,Cerebral cortex,B,Binding,BAO_0000221,tissue-based format,,Multiple direct protein targets may be assigned,5,Displacement of [3H]-diazepam from GABA-A benzodiazepine receptor of rat cerebral cortex,CHEMBL1123687,Direct protein target assigned,D,,1,CHEMBL1907607,CHEMBL3559724,,request_00075,raw/responses/request_00075.json.gz,/assays/9,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650465,CLD0,,,[],,Rattus norvegicus,[],,,10116,,Cerebral cortex,B,Binding,BAO_0000221,tissue-based format,,Multiple direct protein targets may be assigned,5,Binding affinity against benzodiazepine (BZ) receptor by displacing [3H]diazepam in cerebral cortex of Wistar rats,CHEMBL1124199,Direct protein target assigned,D,,1,CHEMBL1907607,CHEMBL3559724,,request_00075,raw/responses/request_00075.json.gz,/assays/10,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650466,CLD0,,,[],,Rattus norvegicus,[],,,10116,,Brain,B,Binding,BAO_0000019,assay format,,Multiple direct protein targets may be assigned,5,Inhibition of [3H]diazepam binding to GABA-A central benzodiazepine receptor of rat brain homogenate,CHEMBL1124125,Direct protein target assigned,D,,1,CHEMBL1907607,CHEMBL3638188,,request_00075,raw/responses/request_00075.json.gz,/assays/11,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650082,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Binding affinity towards benzodiazepine/GABA A receptor.,CHEMBL1128247,Homologous protein target assigned,H,,1,CHEMBL2093872,,,request_00075,raw/responses/request_00075.json.gz,/assays/12,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650084,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000019,assay format,,Multiple direct protein targets may be assigned,5,In vitro inhibition of binding to GABA-A central benzodiazepine-receptor of rat brain,CHEMBL1122030,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/13,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650085,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000218,organism-based format,,Multiple direct protein targets may be assigned,5,In vivo inhibition of binding to GABA-A central benzodiazepine-receptor after ip administration in rats,CHEMBL1122030,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/14,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650087,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000218,organism-based format,,Multiple direct protein targets may be assigned,5,In vivo inhibition of binding to GABA-A central benzodiazepine-receptor after po administration in rats,CHEMBL1122030,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/15,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL648646,CLD0,,,[],,Bos taurus,[],,,9913,,Cerebral cortex,B,Binding,BAO_0000221,tissue-based format,,Multiple direct protein targets may be assigned,5,Inhibition of [35S]-TBPS binding to GABA-A central Benzodiazepine Receptor of bovine cerebral cortex membranes,CHEMBL1133176,Direct protein target assigned,D,,1,CHEMBL2094107,CHEMBL3559724,,request_00075,raw/responses/request_00075.json.gz,/assays/16,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL648647,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Binding affinity to rat benzodiazepine receptor,CHEMBL1134955,Homologous protein target assigned,H,,1,CHEMBL1907607,,,request_00075,raw/responses/request_00075.json.gz,/assays/17,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
CHEMBL650678,CLD0,,,[],,Bos taurus,[],,,9913,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,"Relative binding to GABA-A receptor in the presence and absence of GABA (GABA shift), Ki(-GABA)/Ki(+GABA)",CHEMBL1126078,Direct protein target assigned,D,,1,CHEMBL2094107,,,request_00075,raw/responses/request_00075.json.gz,/assays/18,8b50c8b592468563216cee44c61772bfbd4c9a12583fc6d481b1dbcd351ae687,2026-09-18T02:20:14.217221+00:00
