assay_chembl_id,aidx,assay_category,assay_cell_type,assay_classifications,assay_group,assay_organism,assay_parameters,assay_strain,assay_subcellular_fraction,assay_tax_id,assay_test_type,assay_tissue,assay_type,assay_type_description,bao_format,bao_label,cell_chembl_id,confidence_description,confidence_score,description,document_chembl_id,relationship_description,relationship_type,src_assay_id,src_id,target_chembl_id,tissue_chembl_id,variant_sequence,source_request_id,source_file,source_json_pointer,source_sha256,retrieved_at_utc
CHEMBL904137,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]Ro15-1788 from rat recombinant GABA alpha-1-beta-2-gamma-2 receptor expressed in HEK293 cells,CHEMBL1142927,Direct protein target assigned,D,,1,CHEMBL2095167,,,request_00086,raw/responses/request_00086.json.gz,/assays/14,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL904138,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]Ro15-1788 from rat recombinant GABA alpha-3-beta-2-gamma-2 receptor expressed in HEK293 cells,CHEMBL1142927,Direct protein target assigned,D,,1,CHEMBL2111343,,,request_00086,raw/responses/request_00086.json.gz,/assays/15,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL904139,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]Ro-151788 from rat recombinant GABA alpha-5-beta-2-gamma-2 receptor expressed in HEK293 cells,CHEMBL1142927,Direct protein target assigned,D,,1,CHEMBL2095167,,,request_00086,raw/responses/request_00086.json.gz,/assays/16,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL942240,CLD0,,HEK-293T,[],,,[],,,,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3706569,Homologous single protein target assigned,8,Displacement of [3H]Ro15-1788 from benzodiazepine binding site of GABAA alpha-1-beta-2-gamma-2 receptor expressed in HEK293T cells,CHEMBL1152298,Homologous protein target assigned,H,,1,CHEMBL1962,,,request_00086,raw/responses/request_00086.json.gz,/assays/17,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL942241,CLD0,,HEK-293T,[],,,[],,,,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3706569,Homologous protein complex subunits assigned,6,Displacement of [3H]Ro-151788 from benzodiazepine binding site of GABAA alpha-2-beta-2-gamma-2 receptor expressed in HEK293T cells,CHEMBL1152298,Homologous protein target assigned,H,,1,CHEMBL2111413,,,request_00086,raw/responses/request_00086.json.gz,/assays/18,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL941237,CLD0,,HEK-293T,[],,,[],,,,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3706569,Homologous protein complex subunits assigned,6,Displacement of [3H]Ro-151788 from benzodiazepine binding site of GABAA alpha-3-beta-2-gamma-2 receptor expressed in HEK293T cells,CHEMBL1152298,Homologous protein target assigned,H,,1,CHEMBL2111339,,,request_00086,raw/responses/request_00086.json.gz,/assays/19,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL991886,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000357,single protein format,,Homologous single protein target assigned,8,Binding affinity to GABAA alpha-1-beta-2-gamma-2 receptor,CHEMBL1157475,Homologous protein target assigned,H,,1,CHEMBL1962,,,request_00087,raw/responses/request_00087.json.gz,/assays/0,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL991887,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000357,single protein format,,Homologous single protein target assigned,8,Binding affinity to GABAA alpha-5-beta-2-gamma-2 receptor,CHEMBL1157475,Homologous protein target assigned,H,,1,CHEMBL5112,,,request_00087,raw/responses/request_00087.json.gz,/assays/1,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL942243,CLD0,,HEK-293T,[],,,[],,,,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3706569,Homologous single protein target assigned,8,Displacement of [3H]Ro-154513 from benzodiazepine binding site of GABAA alpha-4-beta-2-gamma-2 receptor expressed in HEK293T cells,CHEMBL1152298,Homologous protein target assigned,H,,1,CHEMBL2472,,,request_00087,raw/responses/request_00087.json.gz,/assays/2,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL942244,CLD0,,HEK-293T,[],,,[],,,,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3706569,Homologous single protein target assigned,8,Displacement of [3H]Ro-151788 from benzodiazepine binding site of GABAA alpha-5-beta-2-gamma-2 receptor expressed in HEK293T cells,CHEMBL1152298,Homologous protein target assigned,H,,1,CHEMBL5112,,,request_00087,raw/responses/request_00087.json.gz,/assays/3,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL942245,CLD0,,HEK-293T,[],,,[],,,,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3706569,Homologous protein complex subunits assigned,6,Displacement of [3H]Ro-154513 from benzodiazepine binding site of GABAA alpha-6-beta-2-gamma-2 receptor expressed in HEK293T cells,CHEMBL1152298,Homologous protein target assigned,H,,1,CHEMBL2111370,,,request_00087,raw/responses/request_00087.json.gz,/assays/4,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL952530,CLD0,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Homologous single protein target assigned,8,Activity at rat wild type GABAA alpha-1-beta-2-gamma-2 receptor expressed in xenopus oocytes assessed as GABA-elicited response by two electrode voltage clamp method relative to control,CHEMBL1156487,Homologous protein target assigned,H,,1,CHEMBL1962,,,request_00087,raw/responses/request_00087.json.gz,/assays/5,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL954625,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flumazenil from rat GABA-A alpha-1-beta-2-gamma-2 receptor expressed in HEK293 cells,CHEMBL1136986,Direct protein target assigned,D,,1,CHEMBL2095167,,,request_00087,raw/responses/request_00087.json.gz,/assays/6,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL954626,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct single protein target assigned,9,Displacement of [3H]flumazenil from rat GABA-A alpha-2-beta-2-gamma-2 receptor expressed in HEK293 cells,CHEMBL1136986,Direct protein target assigned,D,,1,CHEMBL341,,,request_00087,raw/responses/request_00087.json.gz,/assays/7,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL954628,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flumazenil from rat GABA-A alpha-5-beta-3-gamma-2 receptor expressed in HEK293 cells,CHEMBL1136986,Direct protein target assigned,D,,1,CHEMBL2111374,,,request_00087,raw/responses/request_00087.json.gz,/assays/8,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL954630,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,F,Functional,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Agonist activity at rat GABA-A alpha-1-beta-2-gamma-2 receptor expressed in HEK293 cells assessed as increase in 36Cl- influx,CHEMBL1136986,Direct protein target assigned,D,,1,CHEMBL2095167,,,request_00087,raw/responses/request_00087.json.gz,/assays/9,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL954631,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,F,Functional,BAO_0000219,cell-based format,CHEMBL3307715,Direct single protein target assigned,9,Agonist activity at rat GABA-A alpha-2-beta-2-gamma-2 receptor expressed in HEK293 cells assessed as increase in 36Cl- influx,CHEMBL1136986,Direct protein target assigned,D,,1,CHEMBL341,,,request_00087,raw/responses/request_00087.json.gz,/assays/10,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL960055,CLD0,,Oocyte,[],,,[],,,,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3833641,Homologous protein complex subunits assigned,6,Activity at GABAA alpha-1-beta-3-gamma-2 receptor expressed in oocytes assessed as stimulation of GABA-induced current at 1 uM relative to control,CHEMBL1153371,Homologous protein target assigned,H,,1,CHEMBL2094121,,,request_00087,raw/responses/request_00087.json.gz,/assays/11,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL960056,CLD0,,Oocyte,[],,,[],,,,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3833641,Homologous protein complex subunits assigned,6,Activity at GABAA alpha-2-beta-3-gamma-2 receptor expressed in oocytes assessed as stimulation of GABA-induced current at 1 uM relative to control,CHEMBL1153371,Homologous protein target assigned,H,,1,CHEMBL2094130,,,request_00087,raw/responses/request_00087.json.gz,/assays/12,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL960057,CLD0,,Oocyte,[],,,[],,,,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3833641,Homologous single protein target assigned,8,Activity at GABAA alpha-3-beta-3-gamma-2 receptor expressed in oocytes assessed as stimulation of GABA-induced current at 1 uM relative to control,CHEMBL1153371,Homologous protein target assigned,H,,1,CHEMBL3026,,,request_00087,raw/responses/request_00087.json.gz,/assays/13,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
CHEMBL960058,CLD0,,Oocyte,[],,,[],,,,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3833641,Homologous protein complex subunits assigned,6,Activity at GABAA alpha-5-beta-3-gamma-2 receptor expressed in oocytes assessed as stimulation of GABA-induced current at 1 uM relative to control,CHEMBL1153371,Homologous protein target assigned,H,,1,CHEMBL2094122,,,request_00087,raw/responses/request_00087.json.gz,/assays/14,3b43dda725879fa666fb32cf3f4c1b680af5ed74413879a2469cc063065fa6fa,2026-09-18T02:20:38.185485+00:00
