drug,receptor_block,seed,pose_rank,vina_score_kcal_mol,rmsd_lb,rmsd_ub,source_file,rank1_score_kcal_mol,rank1_is_best,n_best_ties,n_poses_preserved,status,best_pose_rank,best_vina_score_kcal_mol,source_pdbqt
temazepam,alpha2,2026091902,1,-6.893,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,-6.893,True,1,9,ok,1,-6.893,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt
temazepam,alpha2,2026091903,1,-6.899,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,-6.899,True,1,9,ok,1,-6.899,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt
temazepam,alpha2,2026091904,1,-6.885,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,-6.885,True,1,9,ok,1,-6.885,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt
temazepam,alpha2,2026091905,1,-6.886,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,-6.886,True,1,9,ok,1,-6.886,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt
zopiclone,alpha1,2026091901,1,-9.652,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,-9.652,True,1,9,ok,1,-9.652,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt
zopiclone,alpha1,2026091902,1,-9.653,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,-9.653,True,1,9,ok,1,-9.653,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt
zopiclone,alpha1,2026091903,1,-9.699,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,-9.699,True,1,9,ok,1,-9.699,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt
zopiclone,alpha1,2026091904,1,-9.687,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,-9.687,True,1,9,ok,1,-9.687,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt
zopiclone,alpha1,2026091905,1,-9.677,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,-9.677,True,1,9,ok,1,-9.677,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt
zopiclone,alpha2,2026091901,1,-7.333,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,-7.333,True,1,9,ok,1,-7.333,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt
zopiclone,alpha2,2026091902,1,-8.112,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091902/poses.pdbqt,-8.112,True,1,9,ok,1,-8.112,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091902/poses.pdbqt
zopiclone,alpha2,2026091903,1,-8.09,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091903/poses.pdbqt,-8.09,True,1,9,ok,1,-8.09,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091903/poses.pdbqt
zopiclone,alpha2,2026091904,1,-8.104,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091904/poses.pdbqt,-8.104,True,1,9,ok,1,-8.104,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091904/poses.pdbqt
zopiclone,alpha2,2026091905,1,-8.1,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091905/poses.pdbqt,-8.1,True,1,9,ok,1,-8.1,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091905/poses.pdbqt
zaleplon,alpha1,2026091901,1,-9.18,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091901/poses.pdbqt,-9.18,True,1,9,ok,1,-9.18,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091901/poses.pdbqt
zaleplon,alpha1,2026091902,1,-9.171,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091902/poses.pdbqt,-9.171,True,1,9,ok,1,-9.171,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091902/poses.pdbqt
zaleplon,alpha1,2026091903,1,-9.174,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091903/poses.pdbqt,-9.174,True,1,9,ok,1,-9.174,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091903/poses.pdbqt
zaleplon,alpha1,2026091904,1,-9.182,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091904/poses.pdbqt,-9.182,True,1,9,ok,1,-9.182,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091904/poses.pdbqt
zaleplon,alpha1,2026091905,1,-9.208,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091905/poses.pdbqt,-9.208,True,1,9,ok,1,-9.208,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091905/poses.pdbqt
zaleplon,alpha2,2026091901,1,-8.62,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091901/poses.pdbqt,-8.62,True,1,9,ok,1,-8.62,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091901/poses.pdbqt
zaleplon,alpha2,2026091902,1,-8.601,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091902/poses.pdbqt,-8.601,True,1,9,ok,1,-8.601,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091902/poses.pdbqt
zaleplon,alpha2,2026091903,1,-8.629,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091903/poses.pdbqt,-8.629,True,1,9,ok,1,-8.629,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091903/poses.pdbqt
zaleplon,alpha2,2026091904,1,-8.536,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091904/poses.pdbqt,-8.536,True,1,9,ok,1,-8.536,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091904/poses.pdbqt
zaleplon,alpha2,2026091905,1,-8.593,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091905/poses.pdbqt,-8.593,True,1,9,ok,1,-8.593,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091905/poses.pdbqt
